코드_ID,대분류코드,중분류코드,코드명,코드설명,사용여부,등록일,수정일
T45616,M76,263,가사 도우미,가사 도우미,Y,2018-02-21,2018-02-21
T45621,M77,264,계기 검침원 및 가스 점검원,계기 검침원 및 가스 점검원,Y,2018-02-21,2018-02-21
T45622,M77,265,자동판매기 관리원,자동판매기 관리원,Y,2018-02-21,2018-02-21
T45623,M77,266,주차 관리·안내원,주차 관리·안내원,Y,2018-02-21,2018-02-21
T45624,M77,267,검표원,검표원,Y,2018-02-21,2018-02-21
T45629,M77,268,기타 서비스 단순 종사원,기타 서비스 단순 종사원,Y,2018-02-21,2018-02-21
T46110,M78,269,부동산 컨설턴트 및 중개인,부동산 컨설턴트 및 중개인,Y,2018-02-21,2018-02-21
T46121,M79,270,기술 영업원,기술 영업원,Y,2018-02-21,2018-02-21
T46122,M79,271,해외 영업원,해외 영업원,Y,2018-02-21,2018-02-21
T46123,M79,272,자동차 영업원,자동차 영업원,Y,2018-02-21,2018-02-21
T46124,M79,273,제품·광고 영업원,제품·광고 영업원,Y,2018-02-21,2018-02-21
T46125,M79,274,상품 중개인 및 경매사,상품 중개인 및 경매사,Y,2018-02-21,2018-02-21
T46129,M79,275,기타 기술 영업·중개 종사원,기타 기술 영업·중개 종사원,Y,2018-02-21,2018-02-21
T46130,M80,276,텔레마케터,텔레마케터,Y,2018-02-21,2018-02-21
T46140,M81,277,소규모 상점 경영 및 일선 관리 종사원,소규모 상점 경영 및 일선 관리 종사원,Y,2018-02-21,2018-02-21
T46151,M82,278,상점 판매원,상점 판매원,Y,2018-02-21,2018-02-21
T46152,M82,279,통신 기기·서비스 판매원,통신 기기·서비스 판매원,Y,2018-02-21,2018-02-21
T46153,M82,280,온라인 판매원,온라인 판매원,Y,2018-02-21,2018-02-21
T46154,M82,281,상품 대여원,상품 대여원,Y,2018-02-21,2018-02-21
T46155,M82,282,노점 및 이동 판매원,노점 및 이동 판매원,Y,2018-02-21,2018-02-21
T46156,M82,283,방문 판매원,방문 판매원,Y,2018-02-21,2018-02-21
T46157,M82,284,주유원(가스충전원),주유원(가스충전원),Y,2018-02-21,2018-02-21
T46161,M83,285,매장 계산원 및 요금 정산원,매장 계산원 및 요금 정산원,Y,2018-02-21,2018-02-21
T46162,M83,286,매표원 및 복권 판매원,매표원 및 복권 판매원,Y,2018-02-21,2018-02-21
T46171,M84,287,홍보 도우미 및 판촉원,홍보 도우미 및 판촉원,Y,2018-02-21,2018-02-21
T46179,M84,288,기타 판매 단순 종사원,기타 판매 단순 종사원,Y,2018-02-21,2018-02-21
T46211,M85,289,항공기 조종사,항공기 조종사,Y,2018-02-21,2018-02-21
T46212,M85,290,"선장, 항해사 및 도선사","선장, 항해사 및 도선사",Y,2018-02-21,2018-02-21
T46213,M85,291,철도·전동차 기관사,철도·전동차 기관사,Y,2018-02-21,2018-02-21
T46214,M85,292,관제사,관제사,Y,2018-02-21,2018-02-21
T46219,M85,293,기타 철도운송 종사원,기타 철도운송 종사원,Y,2018-02-21,2018-02-21
T46221,M86,294,택시 운전원,택시 운전원,Y,2018-02-21,2018-02-21
E01000,E01,0,강좌유형코드,교육지원 종사자교육의 강좌유형을 관리한다.,Y,2017-12-14,2017-12-14
E01001,E01,1,노인일자리교육,,Y,2017-12-14,2017-12-14
E02000,E02,0,교육대상코드,교육지원 종사자교육의 교육대상을 관리한다.,Y,2017-12-14,2017-12-14
E02001,E02,1,전체 종사자,,Y,2017-12-14,2017-12-14
E02002,E02,2,"실무자, 신규 실무자",,Y,2017-12-14,2017-12-14
E02003,E02,3,"담당자, 신규 담당자",,Y,2017-12-14,2017-12-14
E03000,E03,0,접수상태코드,교육지원 종사자교육의 접수상태를 관리한다.,Y,2017-12-14,2017-12-14
E03001,E03,1,접수,,Y,2017-12-14,2017-12-14
E03002,E03,2,접수대기,,Y,2017-12-14,2017-12-14
E03003,E03,3,수료,,Y,2017-12-14,2017-12-14
E03004,E03,4,미수료,,Y,2017-12-14,2017-12-14
E03005,E03,5,취소,,Y,2017-12-14,2017-12-14
E04000,E04,0,강좌분야코드,교육지원 종사자교육의 강좌분야를 관리한다.,Y,2017-12-14,2017-12-14
E04001,E04,1,노인일자리교육,,Y,2017-12-14,2017-12-14
E04002,E04,2,고령특화교육,,Y,2017-12-14,2017-12-14
E04003,E04,3,일반경비원신입교육,,Y,2017-12-14,2017-12-14
E05000,E05,0,과정개발구분코드,교육지원 노인취업교육의 과정개발구분을 관리한다.,Y,2017-12-14,2017-12-14
E05001,E05,1,기존과정,,Y,2017-12-14,2017-12-14
E05002,E05,2,신규개발,,Y,2017-12-14,2017-12-14
E06000,E06,0,과정구분코드,교육지원 노인취업교육의 과정구분을 관리한다.,Y,2017-12-14,2017-12-14
E06001,E06,1,취업과정,,Y,2017-12-14,2017-12-14
E06002,E06,2,특화과정,,Y,2017-12-14,2017-12-14
E06003,E06,3,재정지원과정,,Y,2017-12-14,2017-12-14
E06004,E06,4,개별맞춤교육,,Y,2017-12-14,2018-06-09
E07000,E07,0,일자리분야코드,교육지원 노인취업교육의 일자리분야를 관리한다.,Y,2017-12-14,2017-12-14
E07001,E07,1,민간기업,,N,2017-12-14,2017-12-14
E07002,E07,2,시니어인턴쉽,,N,2017-12-14,2017-12-14
E07003,E07,3,인력파견형,,N,2017-12-14,2017-12-14
E07004,E07,4,특화과정,,N,2017-12-14,2017-12-14
E07005,E07,5,공익활동,,N,2017-12-14,2017-12-14
E07006,E07,6,시장형,,N,2017-12-14,2017-12-14
E07007,E07,7,기타,,N,2017-12-14,2017-12-14
E08000,E08,0,강의방법코드,교육지원 노인취업교육의 강의방법을 관리한다.,Y,2017-12-14,2017-12-14
E08001,E08,1,강의,,Y,2017-12-14,2017-12-14
E08002,E08,2,실습,,Y,2017-12-14,2017-12-14
E08003,E08,3,기타,,Y,2017-12-14,2017-12-14
E09000,E09,0,접수상태코드,교육지원 노인취업교육의 접수상태를 관리한다.,Y,2017-12-14,2017-12-14
E09001,E09,1,접수,,Y,2017-12-14,2017-12-14
E09002,E09,2,수료,,Y,2017-12-14,2017-12-14
E09003,E09,3,미수료,,Y,2017-12-14,2017-12-14
E09004,E09,4,취소,,Y,2017-12-14,2017-12-14
E10000,E10,0,교육분야코드,교육지원 동영상교육 종사자교육의 교육분야를 관리한다.,Y,2017-12-14,2017-12-14
E10001,E10,1,종사자교육,,Y,2017-12-14,2017-12-14
E10002,E10,2,노인취업교육,,Y,2017-12-14,2017-12-14
E11000,E11,0,교육과정분류,교육지원 동영상교육 종사자교육의 교육과정분류를 관리한다.,Y,2017-12-14,2017-12-14
E11001,E11,1,기초,,Y,2017-12-14,2017-12-14
E11002,E11,2,심화,,Y,2017-12-14,2017-12-14
E11003,E11,3,전문,,Y,2017-12-14,2017-12-14
E12000,E12,0,교육과정상세분류,교육지원 동영상교육 종사자교육의 교육과정상세분류를 관리한다.,Y,2017-12-14,2017-12-14
E12001,E12,1,기초1,,N,2017-12-14,2017-12-14
E12002,E12,2,기초2,,N,2017-12-14,2017-12-14
E12003,E12,3,일일,,N,2017-12-14,2017-12-14
E12004,E12,4,숙박,,N,2017-12-14,2017-12-14
E12005,E12,5,지역특화,,N,2017-12-14,2017-12-14
E12006,E12,6,전문,,N,2017-12-14,2017-12-14
E13000,E13,0,접수상태코드,교육지원 종사자교육의 접수상태를 관리한다.,Y,2017-12-14,2017-12-14
E13001,E13,1,수강중,,Y,2017-12-14,2017-12-14
E13002,E13,2,수강완료,,Y,2017-12-14,2017-12-14
E13003,E13,3,시험,,Y,2017-12-14,2017-12-14
E13004,E13,4,수료,,Y,2017-12-14,2017-12-14
T30N11,B83,833,발전·배전 장치 조작원,발전·배전 장치 조작원,Y,2018-02-21,2018-02-21
E14000,E14,0,평가방법코드,교육지원  동영상 수강의 평가방법을 관리한다.,Y,2017-12-14,2017-12-14
E14001,E14,1,수강률,,Y,2017-12-14,2017-12-14
E14002,E14,2,시험,,Y,2017-12-14,2017-12-14
P01000,P01,0,통합관제기관담당자코드,개인정보통합관제의 기관담당자 코드를 관리한다.,Y,2017-12-14,2017-12-14
P01001,P01,1,kellykang,,Y,2017-12-14,2017-12-14
P02000,P02,0,소명처리상태코드,개인정보통합관제의 소명처리상태코드를 관리한다.,Y,2017-12-14,2017-12-14
P02001,P02,1,소명요청,,Y,2017-12-14,2017-12-14
P02002,P02,2,답변등록,,Y,2017-12-14,2017-12-14
P02003,P02,3,반려,,Y,2017-12-14,2017-12-14
P02004,P02,4,부서승인,,Y,2017-12-14,2017-12-14
P02005,P02,5,기관승인,,Y,2017-12-14,2017-12-14
P02006,P02,6,소명완료,,Y,2017-12-14,2017-12-14
T30N12,B83,834,전기·전자 설비 조작원,전기·전자 설비 조작원,Y,2018-02-21,2018-02-21
T30N13,B83,835,전기·전자 부품·제품 생산기계 조작원　,전기·전자 부품·제품 생산기계 조작원　,Y,2018-02-21,2018-02-21
T30N14,B83,836,전기·전자 부품·제품 조립원,전기·전자 부품·제품 조립원,Y,2018-02-21,2018-02-21
T30N15,B84,841,정보통신기기 설치·수리원,정보통신기기 설치·수리원,Y,2018-02-21,2018-02-21
T30N16,B84,842,방송·통신장비 설치·수리원,방송·통신장비 설치·수리원,Y,2018-02-21,2018-02-21
T30N17,B85,851,석유·화학물 가공장치 조작원,석유·화학물 가공장치 조작원,Y,2018-02-21,2018-02-21
T30N18,B85,852,고무·플라스틱 및 화학제품 생산기계 조작원 및 조립원,고무·플라스틱 및 화학제품 생산기계 조작원 및 조립원,Y,2018-02-21,2018-02-21
T30N19,B85,853,환경관련 장치 조작원,환경관련 장치 조작원,Y,2018-02-21,2018-02-21
T30N20,B86,861,섬유 제조·가공 기계 조작원,섬유 제조·가공 기계 조작원,Y,2018-02-21,2018-02-21
T30N21,B86,862,"패턴사, 재단사 및 재봉사","패턴사, 재단사 및 재봉사",Y,2018-02-21,2018-02-21
T30N22,B86,863,의복 제조원 및 수선원,의복 제조원 및 수선원,Y,2018-02-21,2018-02-21
T30N23,B86,864,"제화원, 기타 섬유·의복 기계 조작원 및 조립원","제화원, 기타 섬유·의복 기계 조작원 및 조립원",Y,2018-02-21,2018-02-21
T30N24,B87,871,제과·제빵원 및 떡제조원,제과·제빵원 및 떡제조원,Y,2018-02-21,2018-02-21
T30N25,B87,872,식품 가공 기능원,식품 가공 기능원,Y,2018-02-21,2018-02-21
T30N26,B87,873,식품 가공 기계 조작원,식품 가공 기계 조작원,Y,2018-02-21,2018-02-21
T30N27,B88,881,인쇄기계·사진현상기 조작원,인쇄기계·사진현상기 조작원,Y,2018-02-21,2018-02-21
T30N28,B88,882,목재·펄프·종이 생산기계 조작원,목재·펄프·종이 생산기계 조작원,Y,2018-02-21,2018-02-21
T30N29,B88,883,가구·목제품 제조·수리원,가구·목제품 제조·수리원,Y,2018-02-21,2018-02-21
T30N30,B88,884,공예원 및 귀금속세공원,공예원 및 귀금속세공원,Y,2018-02-21,2018-02-21
T30N31,B88,885,악기·간판 및 기타 제조 종사자,악기·간판 및 기타 제조 종사자,Y,2018-02-21,2018-02-21
T30N32,B89,890,제조 단순 종사자,제조 단순 종사자,Y,2018-02-21,2018-02-21
T30N33,B90,901,작물재배 종사자,작물재배 종사자,Y,2018-02-21,2018-02-21
T30N34,B90,902,낙농·사육 종사자,낙농·사육 종사자,Y,2018-02-21,2018-02-21
T30N35,B90,903,임업 종사자　,임업 종사자　,Y,2018-02-21,2018-02-21
T30N36,B90,904,어업 종사자,어업 종사자,Y,2018-02-21,2018-02-21
T30N37,B90,905,농림어업 단순 종사자,농림어업 단순 종사자,Y,2018-02-21,2018-02-21
T40000,M00,0,시니어인터십-세부분류,시니어인터십-세부분류,Y,2018-02-21,2018-02-21
T40111,M01,1,의회의원·고위공무원 및 공공단체임원,의회의원·고위공무원 및 공공단체임원,Y,2018-02-21,2018-02-21
T40112,M01,2,기업 고위임원,기업 고위임원,Y,2018-02-21,2018-02-21
T40121,M02,3,정부행정 관리자,정부행정 관리자,Y,2018-02-21,2018-02-21
T40122,M02,4,경영지원 관리자,경영지원 관리자,Y,2018-02-21,2018-02-21
T40123,M02,5,마케팅·광고·홍보 관리자,마케팅·광고·홍보 관리자,Y,2018-02-21,2018-02-21
T40124,M02,6,금융·보험 관리자,금융·보험 관리자,Y,2018-02-21,2018-02-21
T40131,M03,7,연구 관리자,연구 관리자,Y,2018-02-21,2018-02-21
T40132,M03,8,교육 관리자,교육 관리자,Y,2018-02-21,2018-02-21
T40133,M03,9,법률·경찰·소방·교도 관리자,법률·경찰·소방·교도 관리자,Y,2018-02-21,2018-02-21
T40134,M03,10,보건·의료 관리자,보건·의료 관리자,Y,2018-02-21,2018-02-21
T40135,M03,11,사회복지 관리자,사회복지 관리자,Y,2018-02-21,2018-02-21
T40136,M03,12,예술·디자인·방송 관리자,예술·디자인·방송 관리자,Y,2018-02-21,2018-02-21
T40137,M03,13,정보통신 관리자,정보통신 관리자,Y,2018-02-21,2018-02-21
T40139,M03,14,부동산·조사·인력알선 및 기타 전문서비스 관리자,부동산·조사·인력알선 및 기타 전문서비스 관리자,Y,2018-02-21,2018-02-21
T40142,M04,16,음식서비스 관리자,음식서비스 관리자,Y,2018-02-21,2018-02-21
T40143,M04,17,경비·청소 관리자,경비·청소 관리자,Y,2018-02-21,2018-02-21
T40151,M05,18,영업·판매 관리자,영업·판매 관리자,Y,2018-02-21,2018-02-21
T40152,M05,19,운송 관리자,운송 관리자,Y,2018-02-21,2018-02-21
T40159,M05,20,기타 판매 및 고객서비스 관리자,기타 판매 및 고객서비스 관리자,Y,2018-02-21,2018-02-21
T40161,M06,21,건설·채굴 관리자,건설·채굴 관리자,Y,2018-02-21,2018-02-21
T40162,M06,22,전기·가스·수도 관리자,전기·가스·수도 관리자,Y,2018-02-21,2018-02-21
T40163,M06,23,제조·생산 관리자,제조·생산 관리자,Y,2018-02-21,2018-02-21
T40169,M06,24,기타 건설·전기 및 제조 관리자,기타 건설·전기 및 제조 관리자,Y,2018-02-21,2018-02-21
T40210,M07,25,정부·공공행정 전문가,정부·공공행정 전문가,Y,2018-02-21,2018-02-21
T40221,M08,26,경영·진단 전문가,경영·진단 전문가,Y,2018-02-21,2018-02-21
T40222,M08,27,인사·노무 전문가,인사·노무 전문가,Y,2018-02-21,2018-02-21
T40231,M09,28,회계사,회계사,Y,2018-02-21,2018-02-21
T40232,M09,29,세무사,세무사,Y,2018-02-21,2018-02-21
T40233,M09,30,관세사,관세사,Y,2018-02-21,2018-02-21
T40234,M09,31,감정 전문가,감정 전문가,Y,2018-02-21,2018-02-21
T40241,M10,32,광고·홍보 전문가,광고·홍보 전문가,Y,2018-02-21,2018-02-21
T40242,M10,33,조사 전문가,조사 전문가,Y,2018-02-21,2018-02-21
T40243,M10,34,상품 기획자,상품 기획자,Y,2018-02-21,2018-02-21
T40244,M10,35,행사 기획자,행사 기획자,Y,2018-02-21,2018-02-21
T40251,M11,36,조세행정 사무원,조세행정 사무원,Y,2018-02-21,2018-02-21
T40252,M11,37,관세행정 사무원,관세행정 사무원,Y,2018-02-21,2018-02-21
T40253,M11,38,병무행정 사무원,병무행정 사무원,Y,2018-02-21,2018-02-21
T40254,M11,39,국가·지방행정 사무원,국가·지방행정 사무원,Y,2018-02-21,2018-02-21
T40255,M11,40,공공행정 사무원,공공행정 사무원,Y,2018-02-21,2018-02-21
T40261,M12,41,기획·마케팅 사무원,기획·마케팅 사무원,Y,2018-02-21,2018-02-21
T40262,M12,42,인사·교육·훈련 사무원,인사·교육·훈련 사무원,Y,2018-02-21,2018-02-21
T40263,M12,43,총무 사무원 및 대학 행정조교,총무 사무원 및 대학 행정조교,Y,2018-02-21,2018-02-21
T40264,M12,44,감사 사무원,감사 사무원,Y,2018-02-21,2018-02-21
T40271,M13,45,회계 사무원,회계 사무원,Y,2018-02-21,2018-02-21
T40272,M13,46,경리 사무원,경리 사무원,Y,2018-02-21,2018-02-21
T40281,M14,47,무역 사무원,무역 사무원,Y,2018-02-21,2018-02-21
T40282,M14,48,운송 사무원,운송 사무원,Y,2018-02-21,2018-02-21
T40283,M14,49,자재·구매·물류 사무원,자재·구매·물류 사무원,Y,2018-02-21,2018-02-21
T40284,M14,50,생산·품질 사무원,생산·품질 사무원,Y,2018-02-21,2018-02-21
T40291,M15,51,안내·접수원 및 전화교환원,안내·접수원 및 전화교환원,Y,2018-02-21,2018-02-21
T40292,M15,52,고객 상담원 및 모니터 요원,고객 상담원 및 모니터 요원,Y,2018-02-21,2018-02-21
T40293,M15,53,통계 사무원,통계 사무원,Y,2018-02-21,2018-02-21
T40294,M15,54,비서 ,비서 ,Y,2018-02-21,2018-02-21
T40295,M15,55,전산자료 입력원 및 사무 보조원,전산자료 입력원 및 사무 보조원,Y,2018-02-21,2018-02-21
T40299,M15,56,기타 사무원,기타 사무원,Y,2018-02-21,2018-02-21
T40311,M16,57,투자·신용 분석가,투자·신용 분석가,Y,2018-02-21,2018-02-21
T40312,M16,58,자산 운용가,자산 운용가,Y,2018-02-21,2018-02-21
T40313,M16,59,보험·금융상품 개발자,보험·금융상품 개발자,Y,2018-02-21,2018-02-21
T40314,M16,60,증권·외환 딜러,증권·외환 딜러,Y,2018-02-21,2018-02-21
T40315,M16,61,손해사정사,손해사정사,Y,2018-02-21,2018-02-21
T40319,M16,62,기타 금융·보험 전문가,기타 금융·보험 전문가,Y,2018-02-21,2018-02-21
T40321,M17,63,은행 사무원,은행 사무원,Y,2018-02-21,2018-02-21
T40322,M17,64,증권 사무원,증권 사무원,Y,2018-02-21,2018-02-21
T40323,M17,65,보험 심사원 및 사무원,보험 심사원 및 사무원,Y,2018-02-21,2018-02-21
T40324,M17,66,출납창구 사무원,출납창구 사무원,Y,2018-02-21,2018-02-21
T40325,M17,67,수금원 및 신용 추심원,수금원 및 신용 추심원,Y,2018-02-21,2018-02-21
978000,978,0,교육분야,교육지원의 기관등록시 교육분야를 관리한다.,Y,2017-12-14,2017-12-14
978001,978,1,종사자,,Y,2017-12-14,2017-12-14
978002,978,2,노인취업,,Y,2017-12-14,2017-12-14
978003,978,3,종사자,,Y,2017-12-14,2017-12-14
E11006,E11,6,기타,,Y,2018-01-26,2018-01-26
E12601,E12,601,기타,,Y,2018-01-26,2018-01-26
T40329,M17,68,기타 금융 사무원,기타 금융 사무원,Y,2018-02-21,2018-02-21
T40331,M18,69,대출 및 신용카드 모집인,대출 및 신용카드 모집인,Y,2018-02-21,2018-02-21
T40332,M18,70,보험 모집인 및 투자 권유 대행인,보험 모집인 및 투자 권유 대행인,Y,2018-02-21,2018-02-21
T41101,M19,71,인문과학 연구원,인문과학 연구원,Y,2018-02-21,2018-02-21
T41102,M19,72,사회과학 연구원,사회과학 연구원,Y,2018-02-21,2018-02-21
T41211,M20,73,자연과학 연구원,자연과학 연구원,Y,2018-02-21,2018-02-21
T41212,M20,74,자연과학 시험원,자연과학 시험원,Y,2018-02-21,2018-02-21
T41221,M21,75,생명과학 연구원,생명과학 연구원,Y,2018-02-21,2018-02-21
T41222,M21,76,생명과학 시험원,생명과학 시험원,Y,2018-02-21,2018-02-21
T41223,M21,77,농림어업 시험원,농림어업 시험원,Y,2018-02-21,2018-02-21
T41311,M22,78,컴퓨터 하드웨어 기술자 및 연구원,컴퓨터 하드웨어 기술자 및 연구원,Y,2018-02-21,2018-02-21
T41312,M22,79,통신공학 기술자 및 연구원,통신공학 기술자 및 연구원,Y,2018-02-21,2018-02-21
T41320,M23,80,컴퓨터시스템 전문가,컴퓨터시스템 전문가,Y,2018-02-21,2018-02-21
T41331,M24,81,시스템 소프트웨어 개발자,시스템 소프트웨어 개발자,Y,2018-02-21,2018-02-21
T41332,M24,82,응용 소프트웨어 개발자,응용 소프트웨어 개발자,Y,2018-02-21,2018-02-21
T41333,M24,83,웹 개발자,웹 개발자,Y,2018-02-21,2018-02-21
T41339,M24,84,기타 컴퓨터 전문가 및 소프트웨어 전문가,기타 컴퓨터 전문가 및 소프트웨어 전문가,Y,2018-02-21,2018-02-21
T41341,M25,85,데이터 전문가,데이터 전문가,Y,2018-02-21,2018-02-21
T41342,M25,86,네트워크 시스템 개발자,네트워크 시스템 개발자,Y,2018-02-21,2018-02-21
T41343,M25,87,정보시스템 운영자,정보시스템 운영자,Y,2018-02-21,2018-02-21
T41344,M25,88,웹 운영자,웹 운영자,Y,2018-02-21,2018-02-21
T41349,M25,89,기타 데이터 및 네트워크 전문가,기타 데이터 및 네트워크 전문가,Y,2018-02-21,2018-02-21
T41350,M26,90,정보보안 전문가,정보보안 전문가,Y,2018-02-21,2018-02-21
T41360,M27,91,통신·방송송출 장비 기사,통신·방송송출 장비 기사,Y,2018-02-21,2018-02-21
T41401,M28,92,건축가,건축가,Y,2018-02-21,2018-02-21
T41402,M28,93,건축공학 기술자,건축공학 기술자,Y,2018-02-21,2018-02-21
T41403,M28,94,토목공학 기술자,토목공학 기술자,Y,2018-02-21,2018-02-21
T41404,M28,95,조경 기술자,조경 기술자,Y,2018-02-21,2018-02-21
T41405,M28,96,도시·교통 전문가,도시·교통 전문가,Y,2018-02-21,2018-02-21
T41406,M28,97,측량·지리정보 전문가,측량·지리정보 전문가,Y,2018-02-21,2018-02-21
T41407,M28,98,건설자재 시험원,건설자재 시험원,Y,2018-02-21,2018-02-21
T41511,M29,99,기계공학 기술자 및 연구원,기계공학 기술자 및 연구원,Y,2018-02-21,2018-02-21
T41512,M29,100,로봇공학 기술자 및 연구원,로봇공학 기술자 및 연구원,Y,2018-02-21,2018-02-21
T41513,M29,101,기계·로봇공학 시험원,기계·로봇공학 시험원,Y,2018-02-21,2018-02-21
T41521,M30,102,금속·재료공학 기술자 및 연구원,금속·재료공학 기술자 및 연구원,Y,2018-02-21,2018-02-21
T41522,M30,103,금속·재료공학 시험원,금속·재료공학 시험원,Y,2018-02-21,2018-02-21
T41531,M31,104,전기공학 기술자 및 연구원,전기공학 기술자 및 연구원,Y,2018-02-21,2018-02-21
T41532,M31,105,전자공학 기술자 및 연구원,전자공학 기술자 및 연구원,Y,2018-02-21,2018-02-21
T41533,M31,106,전기·전자공학 시험원,전기·전자공학 시험원,Y,2018-02-21,2018-02-21
T41541,M32,107,화학공학 기술자 및 연구원,화학공학 기술자 및 연구원,Y,2018-02-21,2018-02-21
T41542,M32,108,화학공학 시험원,화학공학 시험원,Y,2018-02-21,2018-02-21
T41551,M33,109,가스·에너지공학 기술자 및 연구원,가스·에너지공학 기술자 및 연구원,Y,2018-02-21,2018-02-21
T41552,M33,110,가스·에너지공학 시험원,가스·에너지공학 시험원,Y,2018-02-21,2018-02-21
T41553,M33,111,환경공학 기술자 및 연구원,환경공학 기술자 및 연구원,Y,2018-02-21,2018-02-21
T41554,M33,112,환경공학 시험원,환경공학 시험원,Y,2018-02-21,2018-02-21
T41555,M33,113,보건위생·환경 검사원,보건위생·환경 검사원,Y,2018-02-21,2018-02-21
T41561,M34,114,섬유공학 기술자 및 연구원,섬유공학 기술자 및 연구원,Y,2018-02-21,2018-02-21
T41562,M34,115,섬유공학 시험원,섬유공학 시험원,Y,2018-02-21,2018-02-21
T41571,M35,116,식품공학 기술자 및 연구원,식품공학 기술자 및 연구원,Y,2018-02-21,2018-02-21
T41572,M35,117,식품공학 시험원,식품공학 시험원,Y,2018-02-21,2018-02-21
T41581,M36,118,방재 기술자 및 연구원,방재 기술자 및 연구원,Y,2018-02-21,2018-02-21
T41582,M36,119,소방공학 기술자 및 연구원,소방공학 기술자 및 연구원,Y,2018-02-21,2018-02-21
T41583,M36,120,소방공학 시험원,소방공학 시험원,Y,2018-02-21,2018-02-21
T41584,M36,121,산업 안전원 및 위험 관리원,산업 안전원 및 위험 관리원,Y,2018-02-21,2018-02-21
T41585,M36,122,비파괴 검사원,비파괴 검사원,Y,2018-02-21,2018-02-21
T41591,M37,123,제도사,제도사,Y,2018-02-21,2018-02-21
T41599,M37,124,기타 인쇄·목재 등 공학 기술자 및 시험원,기타 인쇄·목재 등 공학 기술자 및 시험원,Y,2018-02-21,2018-02-21
T42111,M38,125,대학 교수,대학 교수,Y,2018-02-21,2018-02-21
T42112,M38,126,대학 시간강사,대학 시간강사,Y,2018-02-21,2018-02-21
T42121,M39,127,중·고등학교 교사,중·고등학교 교사,Y,2018-02-21,2018-02-21
T42122,M39,128,초등학교 교사,초등학교 교사,Y,2018-02-21,2018-02-21
T42123,M39,129,특수교육 교사,특수교육 교사,Y,2018-02-21,2018-02-21
T42129,M39,130,기타 교사,기타 교사,Y,2018-02-21,2018-02-21
T42130,M40,131,유치원 교사,유치원 교사,Y,2018-02-21,2018-02-21
T42141,M41,132,문리·어학 강사,문리·어학 강사,Y,2018-02-21,2018-02-21
T42142,M41,133,컴퓨터 강사,컴퓨터 강사,Y,2018-02-21,2018-02-21
T42143,M41,134,기술·기능계 강사,기술·기능계 강사,Y,2018-02-21,2018-02-21
T42144,M41,135,예능 강사,예능 강사,Y,2018-02-21,2018-02-21
T42145,M41,136,학습지·교육교구 방문강사,학습지·교육교구 방문강사,Y,2018-02-21,2018-02-21
T42149,M41,137,기타 문리·기술 및 예능 강사,기타 문리·기술 및 예능 강사,Y,2018-02-21,2018-02-21
T42151,M42,138,장학관·연구관 및 교육 전문가,장학관·연구관 및 교육 전문가,Y,2018-02-21,2018-02-21
E11004,E11,4,기관맞춤,,Y,2018-01-16,2018-01-16
E11005,E11,5,지역특화,,Y,2018-01-16,2018-01-16
E12101,E12,101,기초,,Y,2018-01-16,2018-01-16
E12201,E12,201,일일,,Y,2018-01-16,2018-01-16
E12202,E12,202,숙박,,Y,2018-01-16,2018-01-16
E12301,E12,301,전문,,Y,2018-01-16,2018-01-16
E12401,E12,401,기관맞춤,,Y,2018-01-16,2018-01-16
E12501,E12,501,지역특화,,Y,2018-01-16,2018-01-16
T42152,M42,139,대학 교육 조교(연구 조교 포함),대학 교육 조교(연구 조교 포함),Y,2018-02-21,2018-02-21
T42153,M42,140,교사보조 및 보육보조 서비스 종사원,교사보조 및 보육보조 서비스 종사원,Y,2018-02-21,2018-02-21
T42211,M43,141,판사 및 검사,판사 및 검사,Y,2018-02-21,2018-02-21
T42212,M43,142,변호사,변호사,Y,2018-02-21,2018-02-21
T42213,M43,143,법무사 및 집행관,법무사 및 집행관,Y,2018-02-21,2018-02-21
T42214,M43,144,변리사,변리사,Y,2018-02-21,2018-02-21
T42219,M43,145,기타 법률 전문가,기타 법률 전문가,Y,2018-02-21,2018-02-21
T42220,M44,146,법률 사무원,법률 사무원,Y,2018-02-21,2018-02-21
T42311,M45,147,사회복지사,사회복지사,Y,2018-02-21,2018-02-21
T42312,M45,148,상담 전문가,상담 전문가,Y,2018-02-21,2018-02-21
T42313,M45,149,청소년 지도사,청소년 지도사,Y,2018-02-21,2018-02-21
T42314,M45,150,직업상담사,직업상담사,Y,2018-02-21,2018-02-21
T42315,M45,151,시민단체 활동가,시민단체 활동가,Y,2018-02-21,2018-02-21
T42321,M46,152,보육교사,보육교사,Y,2018-02-21,2018-02-21
T42329,M46,153,기타 사회복지 종사원,기타 사회복지 종사원,Y,2018-02-21,2018-02-21
T42331,M47,154,성직자,성직자,Y,2018-02-21,2018-10-05
T42339,M47,155,기타 종교 종사원,기타 종교 종사원,Y,2018-02-21,2018-02-21
T42401,M48,156,경찰관 및 수사관,경찰관 및 수사관,Y,2018-02-21,2018-02-21
T42402,M48,157,소방관,소방관,Y,2018-02-21,2018-02-21
T42403,M48,158,교도관 및 소년원학교 교사,교도관 및 소년원학교 교사,Y,2018-02-21,2018-02-21
T42501,M49,159,영관급 이상 장교,영관급 이상 장교,Y,2018-02-21,2018-02-21
T42502,M49,160,위관급 장교,위관급 장교,Y,2018-02-21,2018-02-21
T42503,M49,161,부사관,부사관,Y,2018-02-21,2018-02-21
